node_id,node_type,specialization_label,label_definition
R_005103,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005104,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005105,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005106,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005107,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005108,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005109,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005110,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005111,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005112,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005113,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005114,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005115,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005116,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005117,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005118,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005119,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005120,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005121,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005122,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005123,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005124,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005125,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005126,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005127,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005128,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005129,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005130,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005131,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005132,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005133,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005134,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005135,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_005136,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_005137,CV,specialized,specialized if exactly one skill community; generalist if more than one
